age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
38,F,K0NO21A,,2,06-10-2017,1,CID14324,Without Offers,Desktop,Fiber_Optic,6:21:52,10,33.6,9199.97,19,1258.45942,0,Yes,0,1,0,0
32,F,Q2B5YSA,,3,01-02-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,19:09:30,6,193.92,45094.24,11,735.23,0,Yes,1,3,0,0
40,F,U67UIDX,Town,2,06-04-2015,1,CID46662,Without Offers,Desktop,Wi-Fi,9:32:12,11,472.25,39052.32,24,761.69,1,No,0,1,2,0
15,F,8N04V1T,City,1,20-03-2016,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,11:53:01,13,84.68,45271.04,19,979.034367,1,No,1,4,1,1
47,F,TFMOKQ8,Town,5,26-05-2015,1,CID50764,Gift Vouchers/Coupons,Smartphone,Mobile_Data,4:52:21,13,144.6,20061.15,9,778.78,1,No,0,1,0,0
19,F,G2NGTL5,,3,20-03-2017,0,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,21:22:37,19,258.8,7188.34,16,517.1988292,0,Yes,0,1,0,0
27,M,H1HG7MM,City,1,10-02-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,13:27:52,17,413.85,48324.3,20,680.68,1,No,1,2,2,1
50,F,ESMQ928,City,2,13-10-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,21:15:28,12,189.71,48900.07,15,718.66,1,No,1,0,2,1
55,M,RXIA8K4,Town,4,23-04-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0:01:22,18,66.0,40917.35,13,406.4869337,1,No,1,4,0,0
57,F,NNDCRS3,Town,1,22-05-2017,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,21:01:47,12,31.0,5738.7,22,579.51,0,Yes,1,4,2,1
45,M,HGFEGLQ,,1,18-04-2016,1,CID6629,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:50:25,18,43.22,27114.64,43.20836859,232.4046524,0,Yes,1,4,2,1
28,M,CYYI1MW,City,2,07-10-2015,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,20:51:36,12,32.82,36525.6,27,716.45,0,Yes,0,1,1,0
47,M,P7B1VA6,Village,3,25-10-2017,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,12:53:25,18,30.16,45978.59,5,321.6771755,1,No,0,1,2,1
25,M,THL2W69,,1,17-12-2017,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,14:27:30,21,34.89,20978.78,25,650.15,0,Yes,0,1,2,1
60,F,1XQNIE2,Village,5,13-02-2017,1,CID54824,Credit/Debit Card Offers,?,Wi-Fi,9:59:16,5,213.35,60102.73,16,238.5491834,1,Yes,0,1,0,0
63,M,1B199GS,,4,16-07-2015,1,CID53334,Credit/Debit Card Offers,?,Wi-Fi,15:32:47,12,288.99,42792.53,13,700.23,0,Yes,1,2,2,0
11,M,VKCM7RF,Town,2,17-05-2015,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,9:56:58,24,237.62,40575.41,16,765.48,1,No,0,1,1,0
52,M,CO5WMLM,City,1,19-10-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:53:46,12,63.53,14409.97,24,990.1529043,1,No,0,1,2,1
41,F,7DRWPNY,City,4,30-09-2017,0,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,2:14:32,13,31.38,69057.56,8,782.49,0,Yes,0,1,0,0
53,F,32L7531,,1,25-06-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,23:44:38,11,40.41,2896.37,11,616.05,1,No,1,0,1,1
62,F,0VK5MRJ,City,3,06-01-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12:47:51,6,247.25,7894.18,18,715.87,0,Yes,1,2,2,0
42,F,QAROK1I,Town,2,03-10-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,1:27:55,9,55.24,27260.29,27,728.31,1,No,0,1,2,0
56,F,JXQ5Q0Q,Town,1,20-05-2016,1,CID14796,,Smartphone,Mobile_Data,19:42:34,16,338.73,23405.62,23,536.49,0,Yes,0,1,2,1
51,M,X26O7M7,City,3,20-03-2015,0,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,10:07:04,9,309.12,10793.94,11,790.48,0,Yes,0,1,2,0
55,M,EVDGUG9,City,3,05-07-2016,1,CID7797,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14:36:33,5,35.17,29468.0,13,707.48,1,No,0,1,2,0
30,M,I6HPHZT,Town,1,12-04-2015,1,CID15171,Gift Vouchers/Coupons,Desktop,Mobile_Data,0:42:50,24,79.2,20232.62,13,203.9380201,0,Yes,0,1,2,1
59,M,TUQ0PXT,Town,3,12-11-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:09:40,6,137.5,9371.15,26,608.39,0,Yes,0,1,2,1
43,M,RQW5BQE,City,4,03-08-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:00:01,10,202.91,15133.06,24,724.3915841,0,Yes,0,1,2,0
56,F,7EXPF48,Town,3,27-07-2015,1,CID10606,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:34:22,15,41.88,72613.4,9,749.8,0,Yes,0,1,0,0
15,M,6WDZXXB,City,5,19-12-2017,1,CID42635,Credit/Debit Card Offers,Smartphone,Wi-Fi,13:17:27,17,987.3823291,10624.01,13,729.72,0,Yes,1,0,2,0
60,F,4GDFN0F,Town,4,24-07-2017,1,CID2099,Credit/Debit Card Offers,Smartphone,Mobile_Data,21:31:52,21,55.29,38533.63,22,793.95,1,No,0,1,2,0
51,M,7RDKC5N,Village,0,05-01-2016,1,CID7649,Gift Vouchers/Coupons,Smartphone,Wi-Fi,1:59:04,13,583.64,45713.44,5,50.55279616,0,Yes,0,1,2,1
46,M,IGV6LUB,City,3,28-09-2017,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,8:09:34,11,214.31,78668.35,1,1420.364398,0,Yes,0,1,0,0
56,F,F1XVBNU,,0,16-01-2015,1,CID14030,Without Offers,?,Mobile_Data,14:49:08,12,222.51,14471.87,12,677.62,1,No,1,3,2,1
31,M,0731HAG,,1,05-06-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,19:25:41,10,106.28,3350.15,17,530.58,0,Yes,0,1,2,1
59,F,5OWXNTG,City,2,27-07-2015,1,CID45165,Gift Vouchers/Coupons,Both,Wi-Fi,9:58:25,9,876.73,16541.72,27,744.35,0,Yes,0,1,2,0
23,M,7U5OWFE,,1,04-08-2016,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,21:00:03,9,106.13,23058.37,28,649.15,1,No,0,1,1,1
31,F,N36II0I,Town,0,12-06-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15:46:45,4,1588.779123,9011.26,27,919.6488729,1,No,0,1,2,1
44,F,F9DA45H,City,2,02-12-2017,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,5:40:17,22,92.41,26131.51,5,736.18,0,Yes,1,3,1,0
62,F,YZIJ4MP,City,3,26-11-2017,1,CID54322,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3:59:19,19,33.92,42857.8,21,712.99,1,No,1,2,2,0
26,M,IZ93JF0,City,3,03-05-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,7:30:52,22,382.43,12661.83,24,706.96,1,No,1,0,2,1
62,M,Q9Q0U7S,Town,2,29-10-2015,1,CID34380,Without Offers,Smartphone,Mobile_Data,4:53:57,2,31.52,21778.79,10,785.71,0,Yes,1,4,2,0
16,F,Z6D5AAK,Town,3,16-05-2017,1,CID56040,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:00:01,13,33.43,30506.42,21,616.22,0,Yes,1,2,2,1
63,M,G5XFNH3,Town,1,29-11-2015,1,CID21683,Credit/Debit Card Offers,Both,Wi-Fi,21:27:32,19,364.23,11568.62,27,574.59,1,No,1,2,1,1
51,F,9ETDAMW,,2,24-03-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,5:39:11,3,173.78,23987.23,11,714.85,0,Yes,0,1,0,0
28,F,BXXNCJ5,Town,5,05-07-2016,1,CID41334,Without Offers,?,Mobile_Data,2:25:31,17,244.09,19547.29,27,777.16,1,No,1,0,2,0
60,M,U2ATW52,Town,5,06-09-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,6:09:30,17,30.16,43969.17,46.83217981,457.246418,0,Yes,1,3,2,0
54,F,5TDO4CO,Town,0,08-05-2017,1,CID22248,Without Offers,Smartphone,Fiber_Optic,17:31:04,19,254.06,38933.26,17,546.63,0,Yes,1,4,2,1
28,M,BEWB962,City,0,22-07-2017,1,CID34319,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:11:32,7,30.84,6105.62,22,579.07,1,No,0,1,2,1
45,F,MQY5BL3,Town,5,23-01-2015,1,CID15557,Credit/Debit Card Offers,Both,Mobile_Data,22:30:45,16,486.08,1239.69,20,1256.791848,1,Yes,1,2,2,0
47,M,T8JLW7U,Town,0,18-02-2015,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,6:43:42,11,365.82,30968.06,25,670.35,1,No,1,0,2,1
61,F,K03IFW8,Town,0,25-02-2017,1,CID51970,Without Offers,Desktop,Wi-Fi,16:22:41,18,231.74,37896.98,12,558.75,1,No,0,1,2,1
31,F,JD965CI,Town,1,06-03-2015,1,CID43397,Without Offers,Smartphone,Wi-Fi,15:32:57,6,949.4090514,29307.39,11,695.92,1,No,0,1,2,1
23,F,2NA40MU,City,5,25-11-2015,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,23:24:07,19,33.03,30482.48,8,752.58,1,No,1,2,2,0
27,M,F2OR4UV,City,1,19-12-2017,1,CID17716,Credit/Debit Card Offers,Desktop,Wi-Fi,7:01:43,10,48.8,34465.41,9,549.66,0,Yes,1,2,2,1
11,M,BY3ND4E,Town,3,17-09-2015,1,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,1:02:02,14,92.35,44937.94,11,741.9,1,No,0,1,2,0
22,M,NH56Q3D,City,3,10-06-2017,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,10:53:25,16,346.04,43329.9,24,955.4592063,0,Yes,1,2,2,1
50,M,N97HC7K,Town,2,17-04-2016,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,16:26:15,9,127.87,31372.8,17,1307.336779,1,No,0,1,2,0
40,F,L294RHA,City,1,04-05-2016,1,CID9492,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:50:29,7,154.01,30614.51,17,656.73,1,No,0,1,2,1
19,M,KKQHRP4,Village,5,02-11-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18:53:21,20,35.45,36047.97,29,712.43,0,Yes,1,3,1,0
27,F,82M91SS,Village,0,29-08-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,1:21:23,17,31.93,42609.4,51.88964919,1036.082104,1,No,1,4,2,1
14,F,3OBNKPL,Village,2,21-02-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,2:06:49,23,31.79,47458.95,10,787.14,1,No,1,3,2,0
49,F,UFTABEM,Town,3,10-11-2017,1,CID41467,Without Offers,Desktop,Fiber_Optic,17:26:17,15,216.93,3360.42,15,743.47,0,Yes,1,3,2,0
16,F,6OTV8M0,Town,4,18-10-2015,0,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,19:58:54,20,437.23,18513.6,6,781.92,1,Yes,1,2,1,0
36,M,VTXVZPE,City,1,01-07-2016,1,CID26623,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:03:01,12,138.62,27442.07,11,659.51,0,Yes,1,2,1,1
21,M,ANF4HIA,Town,4,20-09-2015,1,CID44049,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7:41:17,7,1095.99,32116.26,18,792.58,1,Yes,0,1,2,0
44,F,2XOA9LD,,5,26-12-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:01:54,4,347.79,78843.96,12,766.0,0,Yes,1,0,0,0
13,M,ANSO5CQ,Town,0,05-03-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,9:18:11,24,323.93,19528.18,19,594.82,0,Yes,1,4,2,1
16,F,MJ1Y8JG,City,2,11-11-2015,1,CID26081,Without Offers,Smartphone,Wi-Fi,0:34:29,8,152.36,15178.41,26,703.23,1,No,1,3,2,0
29,M,D6NT02C,Village,0,16-07-2017,1,CID6586,Credit/Debit Card Offers,Desktop,Mobile_Data,16:48:05,15,1153.886651,43861.76,18,613.58,0,Yes,0,1,2,1
47,M,TIPBB9A,City,1,16-06-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,5:04:28,21,106.22,47318.29,21,625.1,0,Yes,1,0,1,1
26,M,YL8DCLY,City,2,10-07-2016,1,CID58849,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9:25:07,18,585.91,56607.85,13,771.79,1,No,1,4,0,0
18,F,8JTP1N1,Town,4,14-08-2015,1,xxxxxxxx,Without Offers,Both,Mobile_Data,2:32:15,14,351.17,21782.68,16,757.63,1,No,1,2,2,0
39,F,ME30WMD,Town,0,11-09-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,3:41:49,12,31.21,6470.31,6,714.26,1,No,1,0,1,1
17,M,BS9G076,City,3,04-09-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:44:26,9,68.8,71747.98,9,746.27,1,No,0,1,0,0
54,M,CO99AO3,City,2,28-07-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:05:05,21,123.31,42245.08,11,720.18,0,Yes,0,1,2,0
48,M,7E3W7TC,Village,1,23-02-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,6:25:04,9,104.1,21595.22,18,659.5,1,No,0,1,1,1
28,F,G4Q1J1U,,0,07-03-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:59:33,5,155.53,49426.77,25,941.4048483,0,Yes,0,1,2,1
35,F,92G8BA6,City,3,05-03-2015,1,CID30853,Without Offers,Smartphone,Mobile_Data,20:33:12,5,91.2,42417.63,15,726.44,1,No,0,1,1,0
28,M,UZTBXES,City,0,01-09-2016,1,CID23862,Without Offers,Smartphone,Mobile_Data,16:51:34,12,146.01,17285.5,19,645.63,1,No,0,1,2,1
63,M,CA7XKCR,Town,2,11-08-2015,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16:43:14,11,48.49,23726.69,25,775.96,1,No,0,1,2,0
52,M,L9FMTT0,City,2,27-09-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,4:29:38,13,160.34,6958.63,4,973.4032193,1,No,0,1,0,0
63,M,P9D33GJ,Village,3,08-10-2017,1,CID32047,Without Offers,Desktop,Wi-Fi,1:31:37,10,34.66,88332.27,15,848.68,1,No,1,2,0,0
61,F,QUOOIDT,,0,17-02-2017,1,CID54484,Credit/Debit Card Offers,?,Wi-Fi,11:44:52,3,289.09,13391.76,23,606.15,1,No,0,1,2,1
59,F,VAWNHCK,Village,4,26-02-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,1:28:21,13,30.12,12242.89,22,727.52,1,No,1,0,2,0
57,F,AKII2LA,City,0,27-09-2016,1,CID53038,Without Offers,Smartphone,Wi-Fi,7:26:32,13,643.04,18643.4,12,281.2932049,1,Yes,0,1,1,1
63,F,IE98WX4,City,3,20-03-2016,1,CID10549,Without Offers,Smartphone,Mobile_Data,20:49:57,16,164.03,29861.27,18,756.6,0,Yes,1,0,2,0
41,F,1U7YALC,City,0,04-07-2015,1,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:22:26,10,414.26,9526.99,17,629.39,1,No,0,1,2,1
31,F,QS8L4OJ,City,2,05-02-2016,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,23:57:28,15,134.9,13070.12,8,633.27,0,Yes,1,0,2,1
55,F,43JVTT7,City,1,28-04-2015,1,CID30892,Gift Vouchers/Coupons,Both,Wi-Fi,5:51:55,16,406.52,1775.41,51.7699119,1198.469708,1,No,0,1,2,1
21,M,RD94YYM,City,5,03-08-2016,0,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,6:36:15,24,31.5,43719.68,29,707.7,0,Yes,0,1,2,0
14,F,D4SC3NJ,City,5,14-10-2015,1,CID50447,Without Offers,Desktop,Mobile_Data,12:15:25,6,447.58,18877.49,25,791.5,1,No,0,1,2,0
36,F,TE3VK49,Village,1,10-12-2016,1,CID17728,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9:02:02,23,996.56,47002.9,27,266.177099,1,No,1,0,1,1
54,M,Y8AXKXM,Town,2,27-05-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:10:24,14,362.76,46941.37,28,225.1423249,1,No,0,1,2,1
12,F,2W9M2TC,,1,27-03-2015,1,CID18374,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:31:07,14,548.76,14602.35,27,676.64,0,Yes,1,4,2,1
47,F,468E76D,Town,1,04-10-2016,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:12:04,9,34.76,28342.97,16,656.31,1,No,1,0,2,1
36,M,TDXVJMB,Town,1,30-04-2016,1,CID26096,Credit/Debit Card Offers,Smartphone,Wi-Fi,2:28:20,10,195.06,40800.04,6,713.54,1,No,1,2,2,1
35,M,VNZD98D,Village,2,05-04-2015,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16:45:45,7,203.28,5151.0,24,774.12,1,Yes,0,1,2,0
43,M,KPFKY2U,City,3,09-12-2016,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,6:25:10,15,460.37,7668.06,20,657.57,1,No,1,2,2,1
23,F,JUHAL6A,Town,0,19-11-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19:14:11,20,32.19,17641.31,28,648.12,0,Yes,0,1,1,1
56,M,9R2TYHS,,0,10-04-2016,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:18:28,6,174.11,21969.88,14,570.26,0,Yes,1,4,1,1
11,F,I43CR4I,City,2,09-10-2015,1,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,6:46:04,6,1289.66,92521.4,13,791.86,0,Yes,1,0,0,0
23,M,5EH6FA7,City,3,16-10-2016,1,CID19476,Gift Vouchers/Coupons,Both,Mobile_Data,15:15:43,17,1521.32,79948.51,13,414.1294793,1,No,1,2,0,0
25,M,77IM22T,Town,5,28-11-2015,1,CID21552,Gift Vouchers/Coupons,?,Fiber_Optic,22:35:33,6,191.81,21554.31,20,714.96,0,Yes,1,4,2,0
31,M,R24JK0V,City,0,14-12-2016,1,CID3513,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16:16:02,8,101.07,47816.69,6,695.15,0,Yes,0,1,2,1
13,F,LR7ER3F,Town,3,20-05-2017,0,xxxxxxxx,Without Offers,Both,Fiber_Optic,20:40:43,12,423.04,36049.07,4,708.66,1,No,1,2,0,0
19,M,XBI7E24,Village,0,06-07-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16:51:38,16,97.25,30766.84,27,689.47,1,No,0,1,2,1
34,M,VNVBL7F,City,5,14-05-2015,1,CID22805,Without Offers,Both,Wi-Fi,15:07:58,19,529.46,29340.72,13,769.66,0,Yes,0,1,2,0
21,M,2R0198O,Town,5,07-12-2016,1,CID24578,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:45:38,17,185.23,37995.17,22,750.91,0,Yes,0,1,2,0
17,M,2UGIY4Y,,1,28-11-2016,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,14:05:21,8,34.73,32618.64,7,577.09,1,No,0,1,2,1
29,M,1XBU8VN,,0,26-06-2017,1,CID17367,Without Offers,?,Mobile_Data,20:50:03,20,32.98,42445.96,11,616.6,0,Yes,1,0,2,1
19,F,QF7TQWJ,City,0,25-03-2015,1,CID49123,Credit/Debit Card Offers,?,Mobile_Data,6:30:10,24,55.98,48642.92,6,597.41,1,No,0,1,2,1
35,M,1J2AG6E,,4,03-03-2016,0,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,5:50:23,11,171.75,44558.03,12,191.6612716,1,No,1,0,2,0
60,M,XDQ8F1Q,Town,5,05-05-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:03:48,8,86.93,4461.54,19,748.54,0,Yes,1,4,2,0
38,M,1J2IISX,City,0,24-07-2016,1,CID6250,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:44:06,16,665.92,41417.23,5,585.97,1,Yes,0,1,2,1
19,F,4YLKYGE,Town,3,21-08-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,4:52:30,12,363.7,25610.78,16,1029.343862,0,Yes,1,2,0,0
47,F,BIUCT93,,1,11-01-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,2:30:11,11,34.28,16774.22,5,563.94,1,No,1,2,2,1
35,F,96IVCDY,,2,18-02-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,14:26:41,17,227.51,90037.16,1,458.616876,1,No,0,1,0,0
50,F,NKN1V5D,City,2,23-08-2015,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,1:24:40,12,33.67,33116.38,17,705.72,1,No,0,1,2,1
44,F,JFS0Y4C,City,1,22-02-2017,0,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,9:23:17,10,386.45,15213.56,16,623.7,0,Yes,1,0,2,1
25,M,ZBXT3H6,Town,3,25-12-2015,1,CID46007,Credit/Debit Card Offers,?,Fiber_Optic,8:34:49,10,957.0,3194.44,13,806.0,1,No,1,0,0,0
29,F,97YW7OJ,,1,08-02-2017,1,CID24015,Credit/Debit Card Offers,?,Mobile_Data,15:50:35,12,57.8,47420.74,7,649.7,0,Yes,1,0,2,1
30,M,Q9SF894,City,1,08-06-2016,1,CID28323,Credit/Debit Card Offers,Desktop,Mobile_Data,4:33:00,9,47.74,27479.44,7,517.85,0,Yes,0,1,2,1
16,M,8I5ZXF8,Town,0,29-09-2017,1,CID36985,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:01:35,21,36.49,42734.3,24,620.49,0,Yes,1,2,2,1
61,F,AFWLL3U,Town,5,12-01-2016,1,CID40435,Gift Vouchers/Coupons,Desktop,Wi-Fi,7:36:04,6,419.0778572,87513.3,18,838.85,1,Yes,1,4,0,0
11,F,2OEA0XY,City,2,27-11-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8:54:41,4,30.36,5397.73,25,703.47,1,No,1,2,2,0
51,M,JWJYZER,Village,4,24-02-2017,1,CID11564,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9:31:44,6,59.67,36367.32,20,726.31,1,No,1,0,1,0
17,M,LS1EP8J,Village,5,22-06-2015,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,4:57:00,16,200.8373423,25052.15,7,714.03,1,No,1,3,2,0
37,F,AIH7E3R,City,4,25-11-2017,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,18:32:10,10,149.31,23375.3,8,767.52,0,Yes,1,4,2,0
11,F,X1ST0XF,Town,0,18-02-2015,1,CID14237,Without Offers,?,Mobile_Data,3:42:00,15,118.92,38044.94,-13.76634827,679.41,1,No,1,0,1,1
55,M,1N0KWQ8,Town,5,03-05-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,7:19:49,11,483.95,45657.1,7,715.07,0,Yes,0,1,2,0
42,F,D1VV2E7,City,0,19-08-2016,0,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,10:20:21,17,310.28,14953.75,24,581.06,0,Yes,1,3,2,1
19,M,R7D0GZ0,Town,2,24-03-2015,1,CID56688,Without Offers,Smartphone,Mobile_Data,7:13:08,13,61.29,26623.35,17,782.9,1,No,1,3,2,0
23,M,EEUX6S6,,2,01-11-2015,1,CID1880,Credit/Debit Card Offers,Both,Wi-Fi,19:00:59,15,1311.66,21785.34,46.06550079,779.29,0,Yes,1,3,2,0
45,F,K5AV84G,Town,0,01-06-2017,0,xxxxxxxx,Without Offers,Both,Fiber_Optic,19:08:40,16,343.29,47893.8,13,542.36,1,Yes,1,0,1,1
43,F,EW0F37H,Town,2,17-07-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,11:07:51,15,447.48,25322.95,17,751.62,0,Yes,1,4,0,0
17,F,E9LWSFX,City,1,15-09-2015,1,CID7721,Credit/Debit Card Offers,Desktop,Fiber_Optic,9:01:22,11,419.1,43874.83,17,659.63,1,Yes,1,2,2,1
54,F,98UZ6DE,Village,2,25-04-2017,1,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,15:09:17,13,842.12,52300.85,12,742.69,0,Yes,1,3,0,0
36,M,Q9P20Y1,Village,2,23-02-2015,1,CID62514,Without Offers,?,Mobile_Data,8:47:16,9,300.11,30645.15,13,715.31,0,Yes,1,3,2,1
10,M,NMQDXP4,,4,24-02-2015,1,xxxxxxxx,Without Offers,Desktop,Mobile_Data,18:24:39,14,87.38,7609.04,23,790.64,0,Yes,0,1,1,0
32,F,PLT3OP3,Town,4,29-09-2016,1,CID43192,Credit/Debit Card Offers,Desktop,Mobile_Data,5:32:03,9,1221.79,98912.41,16,1496.385998,1,No,0,1,0,0
22,F,SO03F65,,0,13-07-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:30:13,19,1018.249331,9345.77,20,697.45,1,No,0,1,2,1
30,F,3YZJH2A,Town,5,10-01-2017,1,CID60956,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:54:31,2,75.89,60623.85,9,469.2774514,0,Yes,1,2,0,0
61,M,YL4CYM3,City,3,09-12-2015,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,10:31:19,7,172.62,2675.91,27,760.58,0,Yes,1,3,2,0
26,F,XOEFGTX,City,5,15-09-2017,1,CID2916,Without Offers,?,Wi-Fi,8:26:43,8,149.13,10052.19,14,740.85,0,Yes,0,1,2,0
31,M,6VQRD0M,Town,5,15-10-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,10:43:23,12,437.04,42427.56,14,745.0,0,Yes,0,1,2,0
38,M,OB0RKNK,Town,4,25-11-2015,1,CID41758,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:03:39,19,205.41,27404.35,29,703.43,1,Yes,1,3,2,0
27,F,N8RQC5Y,Town,1,29-05-2016,0,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,8:43:21,21,226.64,8947.83,20,555.41,1,No,1,0,2,1
